id,year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,cheri_expectation,rationale,sqlite_assessment,verification,source,notes
CVE-2025-7458,2025,core (SELECT DISTINCT/ORDER BY) || key info / expression list || flattener/optimizer || core (select/keyinfo),int overflow -> OOB read || heap-oob-read || integer-overflow,sqlite3KeyInfoFromExprList,plain-SQL,SELECT DISTINCT ... ORDER BY with all-constant result set terms and more result terms than ORDER BY terms,https://sqlite.org/src/info/12ad822d9b827777,3.42.0 (2023-05-16),lookaside,BLINDSPOT-candidate,"arena read from source, see sqlite-arenas.md",An attacker who can inject arbitrary SQL statements into an application might be able to cause an integer overflow resulting in a read off the end of an array. Fixed on 2023-03-16. || Fixed in 3.42.0 (2023-03-16 check-in); requires arbitrary SQL execution. || 'An attacker who can inject arbitrary SQL statements into an application might be able to cause an integer overflow resulting in a read off the end of an array. Fixed on 2023-03-16.',arena-verified-by-component,seed:sqlite.org+nvd || https://www.sqlite.org/cves.html || https://nvd.nist.gov/vuln/detail/CVE-2025-7458 || https://sqlite.org/cves.html || https://security-tracker.debian.org/tracker/CVE-2025-7458,"Integer overflow -> read off end of array. Fix check-in 12ad822d9b827777 (2023-03-16) 'Correctly handle SELECT DISTINCT ... ORDER BY when all of the result set terms are constant...'; CVE issued 2025 for a 2023 fix. || CVSS 9.1 (V31) | CWE-190 | NVD: An integer overflow in the sqlite3KeyInfoFromExprList function in SQLite versions 3.39.2 through 3.41.1 allows an attacker with the ability to execute arbitrary SQL statements to cause a denial of service or disclose sensitive information from process memory via a crafted SELECT statement with a large number of express... | Integer overflow in nExpr*sizeof allocation with ~2^31 expressions; affected 3.39.2 through 3.41.1. | refs: https://sqlite.org/forum/forumpost/16ce2bb7a639e29b https://sqlite.org/src/info/12ad822d9b827777 || Affects 3.39.2 through 3.41.1. Trigger is a SELECT with a very large number of ORDER BY / sort terms, overflowing the KeyInfo sizing arithmetic. Note the two-year gap: fixed 2023-03-16, CVE issued 2025. The flattener and the WHERE-clause optimizer are CORE and present in every build including ours. Our silicon build additionally OMITs some individual optimizations (LIKE/OR/BETWEEN/TRUNCATE/XFER) but NOT the flattener, so this component is reachable in our binary. || Affects 3.39.2 through 3.41.1; trigger is a SELECT with a large number of ORDER BY / sort terms overflowing the KeyInfo sizing arithmetic. PoC (test7/8/9.sql) is in forum thread 16ce2bb7a639e29b, where the SQLite lead states verbatim: 'The last three reports are a single real problem, which is now fixed. It is a memory error in the SQLite core that affects production builds.' FUNCTION ATTRIBUTION IS UNRESOLVED and the CVE's is probably wrong: I fetched https://sqlite.org/src/info/12ad822d9b827777 and it is 'Correctly handle SELECT DISTINCT ... ORDER BY when all of the result set terms are constant and there are more result set terms than ORDER BY terms', touching src/where.c and test/distinct.test -- NOT sqlite3KeyInfoFromExprList and not select.c. The date (2023-03-16) matches sqlite.org's 'Fixed on' date, so it is the right check-in; the CVE's function name is a characterisation. The memory error surfaces downstream in sqlite3VdbeSorterInit (vdbesort.c) and sqlite3VdbeDisplayP4 (vdbeaux.c) reading past an undersized KeyInfo, so this one straddles the optimizer and the VDBE. Note also the two-year gap: fixed 2023-03-16, CVE issued 2025. The flattener/optimizer is CORE and present in our build. || Affected 3.39.2 through 3.41.1. Crafted SELECT with a very large ORDER BY expression count; can disclose process memory. Debian bookworm no-dsa (Minor issue); bullseye not-affected (vulnerable code introduced in 3.39.0); fixed trixie/forky/sid. https://sqlite.org/src/info/12ad822d9b827777"
CVE-2025-6965,2025,core (aggregate query processing) || core - aggregate term handling || flattener/optimizer || core (aggregate handling),int overflow -> OOB read || heap-oob-read || integer-overflow || heap-overflow-write,aggregate/sql path (needs SQL injection) || AggInfo (aCol / aFunc arrays) || aggregate term handling (aggregate terms can exceed available columns),plain-SQL,"query whose number of aggregate terms exceeds the maximum column count; integer overflow leads to read off the end of an array || No public PoC located. Reported by an AI agent run jointly by Google DeepMind and Google Project Zero; Google state they detected it as being at risk of imminent exploitation, but no exploit or testcase was published in what I fetched.",https://www.sqlite.org/src/info/5508b56fd24016c13981ec280ecdd833007c9d8dd595edb295b984c2b487b5c8,3.50.2 (2025-06-28),lookaside,BLINDSPOT-candidate,"arena read from source, see sqlite-arenas.md",An attacker who can inject arbitrary SQL statements into an application might be able to cause an integer overflow resulting in a read off the end of an array. Fixed on 2025-06-27. || Fixed in 3.50.2; requires ability to inject arbitrary SQL. || 'An attacker who can inject arbitrary SQL statements into an application might be able to cause an integer overflow resulting in a read off the end of an array. Fixed on 2025-06-27.',arena-verified-by-component,seed:sqlite.org+nvd || https://www.sqlite.org/cves.html || https://nvd.nist.gov/vuln/detail/CVE-2025-6965 || https://sqlite.org/cves.html || https://security-tracker.debian.org/tracker/CVE-2025-6965,"Fix check-in 5508b56fd24016c1 'Raise an error right away if the number of aggregate terms in a query exceeds the maximum number of columns'. Follow-up simpler fix 6f4a6e564b49bed1 (2025-08-05) and backports to 3.32/3.39 branches (642be27a38018649). || CVSS 7.7 (V31) | CWE-197 | NVD: There exists a vulnerability in SQLite versions before 3.50.2 where the number of aggregate terms could exceed the number of columns available. This could lead to a memory corruption issue. We recommend upgrading to version 3.50.2 or above. | Found by Google Big Sleep; aggregate term count can exceed available columns (CWE-197 truncation) leading to memory corruption; Google claimed risk of imminent exploitation. | refs: https://www.sqlite.org/src/info/5508b56fd24016c13981ec280ecdd833007c9d8dd595edb295b984c2b487b5c8 http://www.openwall.com/lists/oss-security/2025/09/06/1 http://seclists.org/fulldisclosure/2025/Sep/49 http://seclists.org/fulldisclosure/2025/Sep/53 http://seclists.org/fulldisclosure/2025/Sep/56 http://seclists.org/fulldisclosure/2025/Sep/57 http://seclists.org/fulldisclosure/2025/Sep/58 https://cert-portal.siemens.com/productcert/html/ssa-225816.html || Included because it is a vendor-acknowledged (SQLite project's own CVE page) memory-safety bug with a named check-in. Trigger SHAPE: a query in which the number of aggregate terms exceeds the number of available columns, causing an integer truncation and then a read past the end of an array. Affected function not named on the vendor page; secondary sources point at src/expr.c but I did not verify that against the check-in, so affected_function is left empty. The resulting memory error is a heap OOB READ per the vendor assessment, despite the CVSS 9.8 in NVD. || 'the number of aggregate terms could exceed the number of columns available', overrunning AggInfo->aCol / aFunc. NVD/Google rate it critical (it was flagged as potentially exploited); upstream describes only a read off the end. Same AggInfo structure as CVE-2020-11655. The flattener and the WHERE-clause optimizer are CORE and present in every build including ours. Our silicon build additionally OMITs some individual optimizations (LIKE/OR/BETWEEN/TRUNCATE/XFER) but NOT the flattener, so this component is reachable in our binary. || Debian cites the full 64-hex fossil hash 5508b56fd24016c13981ec280ecdd833007c9d8dd595edb295b984c2b487b5c8. Fixed upstream in 3.50.2; Debian unstable 3.46.1-7, bookworm 3.40.1-2+deb12u2 (backport, i.e. Debian DID fix this one). bullseye postponed (Minor issue). Reported via GHSA-qj7j-3jp8-8ccv (Google security-research)."
CVE-2025-3277,2025,concat_ws() || core SQL functions || core (func.c),int overflow -> heap overflow || heap-overflow-write || integer-overflow,StrAccum write past malloc'd buffer with >2MB separator || concat_ws (sqlite3_str/StrAccum path) || concat_ws(),plain-SQL,concat_ws() with a separator string larger than 2MB and many arguments; 32-bit integer overflow in result-size computation causes short malloc then OOB write,https://sqlite.org/src/info/498e3f1cf57f164f,3.49.1 (2025-02-18),db-heap (exceeds lookaside threshold),CAUGHT-spatial-likely,a >2MB StrAccum growth is always a real malloc; bounds end at the buffer,"A bug in the concat_ws() SQL function can cause a write past the end of an array obtained from malloc(). If an attacker can control the first argument to concat_ws(), so that the separator string is large - more than 2MB - then an integer overflow in the calculation of the size of the result buffer might cause a short malloc() and subsequent write past the end of the allocated space. Fixed by check-in 2025-02-16T10:57z. || Fixed in 3.49.1; same fix as CVE-2025-29087.",unverified,seed:sqlite.org+nvd || https://www.sqlite.org/cves.html || https://nvd.nist.gov/vuln/detail/CVE-2025-3277 || https://security-tracker.debian.org/tracker/CVE-2025-3277,"Root cause integer-overflow; bug introduced in 3.44.0 per 3.49.1 changelog. Fix check-in 498e3f1cf5 = https://sqlite.org/src/info/2025-02-16T10:57z ('Add a typecast to avoid 32-bit integer overflow in the concat_ws() function'). Same bug as CVE-2025-29087. || CVSS 9.8 (V31) | CWE-122/CWE-190 | NVD: An integer overflow can be triggered in SQLite’s `concat_ws()` function. The resulting, truncated integer is then used to allocate a buffer. When SQLite then writes the resulting string to the buffer, it uses the original, untruncated size and thus a wild Heap Buffer overflow of size ~4GB can be triggered. This can res... | Integer overflow truncates allocation size, then ~4GB write into small buffer; heap overflow, potential code execution. | refs: https://sqlite.org/src/info/498e3f1cf57f164f || Debian explicitly marks this a DUPLICATE of CVE-2025-29087 and gives the same fix commit 498e3f1cf57f164f (v3.49.1). bookworm/bullseye <not-affected> (vulnerable code not present)."
CVE-2024-0232,2024,JSON parser || json functions || requires-extension:JSON (json parser),use-after-free,jsonParseAddNodeArray: stale aNode after realloc growth || jsonParseAddNodeArray / jsonParseFuncArg (JSON parser),plain-SQL,json_set()/json_replace() over crafted JSON; interacts with the JSON parse cache added in 3.43.0,a163fecca90cab9d,3.43.2 (2023-10-10),lookaside,TEMPORAL-WINDOW,"stale pointer after realloc move; caught only once revocation quarantines the old region; a read inside the window passes | arena read from source, see sqlite-arenas.md",An attacker who can inject arbitrary SQL statements into an application might be able to provoke a use-after-free bug in SQLite's JSON parser that can (in theory) lead to an application crash and denial of service. || JSON parser use-after-free from SQL injection; fixed in 3.43.2. || 'An attacker who can inject arbitrary SQL statements into an application might be able to provoke a use-after-free bug in SQLite's JSON parser that can (in theory) lead to an application crash and denial of service.',arena-verified-by-component,seed:sqlite.org+nvd || https://www.sqlite.org/cves.html || https://nvd.nist.gov/vuln/detail/CVE-2024-0232 || https://sqlite.org/cves.html || https://security-tracker.debian.org/tracker/CVE-2024-0232,"3.43.2 changelog: 'Fix a couple of obscure UAF errors and an obscure memory leak.' Bug introduced in 3.43.0 with JSON caching (per forum thread https://sqlite.org/forum/forumpost/b25edc1d4662ebca, which names jsonParseAddNodeArray); versions <=3.42.0 not affected. Fix check-in not identified on cves.html. || CVSS 4.7 (V31) | CWE-416 | NVD: A heap use-after-free issue has been identified in SQLite in the jsonParseAddNodeArray() function in sqlite3.c. This flaw allows a local attacker to leverage a victim to pass specially crafted malicious input to the application, potentially causing a crash and leading to a denial of service. | Heap UAF in jsonParseAddNodeArray() in sqlite3.c. | refs: https://bugzilla.redhat.com/show_bug.cgi?id=2243754 https://access.redhat.com/security/cve/CVE-2024-0232 https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/QDCMYQ3J45NHQ4EJREM3BJNNKB5BK4Y7/ https://security.netapp.com/advisory/ntap-20240315-0007/ || Heap use-after-free in the JSON parser's node-array growth path: the array is realloc'd and a stale pointer into the old block is then used. Upstream bug report is SQLite forum thread b25edc1d4662. Note the vendor's hedge 'in theory' versus NVD's CVSS 5.5 local DoS. JSON1 required -DSQLITE_ENABLE_JSON1 before 3.38.0; since 3.38.0 (2022-02-22) the JSON functions are BUILT IN BY DEFAULT and must be removed with -DSQLITE_OMIT_JSON. Our Capstone build passes -DSQLITE_OMIT_JSON=1 (build-sqlite-capstone.sh:176), so the JSON parser is NOT present in our binary. || Debian: fix https://sqlite.org/src/info/a163fecca90cab9d (v3.43.2); INTRODUCED by https://sqlite.org/src/info/2dbb22c75e86f2e3 (v3.43.0) -- narrow 3.43.0..3.43.1 window. NOT-AFFECTED: bookworm, bullseye, buster all <not-affected> (vulnerable code not present). Red Hat bz 2243754; forum posts 4aa381993a and b25edc1d46."
CVE-2023-32697,2023,,,,,,,,UNKNOWN,UNKNOWN,,"This is a bug in the SQLite JDBC library, which is a wrapper library that provides access to SQLite from Java. The vulnerability identified by this CVE is in the separate SQLite JDBC wrapper library and does not affect SQLite itself.",unverified,https://www.sqlite.org/cves.html,Not a SQLite bug (third-party JDBC wrapper).
CVE-2023-7104,2023,session extension || requires-extension:session (ext/session/sqlite3session.c),heap overflow || heap-oob-read || heap-overflow-write,sessionReadRecord on corrupted changeset || session changeset parsing,C-API-misuse || requires-extension:session || corrupt-db-file,feed a subtly corrupted changeset blob to the Session C-language APIs (requires -DSQLITE_ENABLE_SESSION build) || yes -- reached by the in-tree sessionfuzz harness; forum post 5bcbf4571c.,6009c871a48555ef || https://sqlite.org/src/info/0e4e7a05c4204b47,3.43.1 (2023-09-11),direct-malloc,CAUGHT-spatial,"optional extension (-DSQLITE_ENABLE_SESSION) | arena read from source, see sqlite-arenas.md","This is a bug in the session extension of SQLite, not in the SQLite core. This bug is only reachable by applications that recompile SQLite using the -DSQLITE_ENABLE_SESSION compile-time option and then use the Session C-language APIs to process a changeset that has been subtly corrupted by an adversary. So this bug probably does not apply to you. || Fixed in 3.43.1; requires special compilation option (session extension) and attacker-supplied changeset. || 'This is a bug in the session extension of SQLite, not in the SQLite core. This bug is only reachable by applications that recompile SQLite using the -DSQLITE_ENABLE_SESSION compile-time option and then use the Session C-language APIs to process a changeset that has been subtly corrupted by an adversary. So this bug probably does not apply to you.'",arena-verified-by-component,seed:sqlite.org+nvd || https://www.sqlite.org/cves.html || https://nvd.nist.gov/vuln/detail/CVE-2023-7104 || https://sqlite.org/cves.html || https://security-tracker.debian.org/tracker/CVE-2023-7104,"cves.html links only forum post f935c4708dd528d9. fix_commit matched via fossil check-in search: 6009c871a48555ef (2023-09-07) 'Fix a buffer overread in the sessions extension that could occur when processing a corrupt changeset' - date/description match 3.43.1; treat as probable, not sqlite.org-confirmed. || CVSS 5.5 (V31) | CWE-119/CWE-122 | NVD: A vulnerability was found in SQLite SQLite3 up to 3.43.0 and classified as critical. This issue affects the function sessionReadRecord of the file ext/session/sqlite3session.c of the component make alltest Handler. The manipulation leads to heap-based buffer overflow. It is recommended to apply a patch to fix this issu... | Heap-based buffer overflow parsing corrupt changeset in ext/session/sqlite3session.c. | refs: https://sqlite.org/forum/forumpost/5bcbf4571c https://sqlite.org/src/info/0e4e7a05c4204b47 https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/AYONA2XSNFMXLAW4IHLFI5UVV3QRNG5K/ https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/D6C2HN4T2S6GYNTAUXLH45LQZHK7QPHP/ https://security.netapp.com/advisory/ntap-20240112-0008/ https://vuldb.com/?ctiid.248999 https://vuldb.com/?id.248999 https://lists.debian.org/debian-lts-announce/2024/09/msg00050.html || ext/session/sqlite3session.c. Trigger is an adversary-supplied CHANGESET BLOB, not SQL and not a db file -- a genuinely different input channel from every other entry here, and the one place where SQLite parses untrusted binary the way libjpeg does. Needs -DSQLITE_ENABLE_SESSION. Not in a default build and NOT in our Capstone build: capstone/benchmarks/sqlite/build-sqlite-capstone.sh passes no -DSQLITE_ENABLE_* for it. || Affects SQLite up to 3.43.0. Debian buster no-dsa (Minor issue). Reported via sqlite forum post 5bcbf4571c. Fossil: https://sqlite.org/src/info/0e4e7a05c4204b47"
CVE-2022-46908,2022,CLI (--safe option),,,,,,,n/a,N/A-not-heap,not library heap memory,This is a bug in the --safe command-line option of the command-line shell program. The bug does not exist in the SQLite library. It is not serious. It is debatable whether or not this is a security issue.,arena-inferred-from-file,https://www.sqlite.org/cves.html,"CLI-only, not a library memory-safety bug."
CVE-2022-35737,2022,printf %Q path || C-language API (printf/str formatting) || printf.c / C API || core printf implementation (src/printf.c) || core (C API / printf),array-bounds overflow || heap-overflow-write || integer-overflow,">2GB string inputs to C API || sqlite3_str_vappendf (%Q formatting) || sqlite3_str_vappendf() (src/printf.c, the size computation around line 832), reached via sqlite3_snprintf()/sqlite3_mprintf() and friends || sqlite3_str_vappendf / %q %Q %w formatting with >2GB string argument",C-API-misuse,"pass a string longer than 2 GB to specific C-language interfaces (string formatting paths); not reachable from SQL or from a corrupt database file || Full working PoC set published by the reporting organisation at https://github.com/trailofbits/exploits/tree/main/sqlite3-2022-vappendf - three demonstrations: a plain crash, return-address control, and a livelock/infinite-loop variant. Write-up: https://blog.trailofbits.com/2022/10/25/sqlite-vulnerability-july-2022-library-api/",0ab23d04540687f5,3.39.2 (2022-07-21),db-heap,CAUGHT-spatial-likely,same StrAccum argument,"This bug is an array-bounds overflow. The bug is only accessible when using some of the C-language APIs provided by SQLite. The bug cannot be reached using SQL nor can it be reached by providing SQLite with a corrupt database file. The bug only comes up when very long string inputs (greater than 2 billion bytes in length) are provided as arguments to a few specific C-language interfaces, and even then only under special circumstances. || Fixed in 3.39.2; requires billions of bytes in a string argument to a C API.",unverified,seed:sqlite.org+nvd || https://www.sqlite.org/cves.html || https://nvd.nist.gov/vuln/detail/CVE-2022-35737 || https://blog.trailofbits.com/2022/10/25/sqlite-vulnerability-july-2022-library-api/ ; https://sqlite.org/cves.html || https://security-tracker.debian.org/tracker/CVE-2022-35737,"sqlite.org calls it an 'array-bounds overflow'; only reachable via C API with >2^31-byte string inputs under special circumstances. Fix check-in not named on cves.html. || CVSS 7.5 (V31) | CWE-129 | NVD: SQLite 1.0.12 through 3.39.x before 3.39.2 sometimes allows an array-bounds overflow if billions of bytes are used in a string argument to a C API. | Trail of Bits ""Stranger Strings"": signed int overflow on >2GB strings leads to array-bounds overflow (OOB write), potential RCE; affected 1.0.12 through 3.39.1. | refs: https://sqlite.org/releaselog/3_39_2.html https://www.sqlite.org/cves.html https://kb.cert.org/vuls/id/720344 https://blog.trailofbits.com/2022/10/25/sqlite-vulnerability-july-2022-library-api/ https://security.gentoo.org/glsa/202210-40 https://security.netapp.com/advisory/ntap-20220915-0009/ || 'Stranger Strings'. Present in SQLite from 1.0.12 (2000-10-17) through 3.39.1 - a 22-year-old defect. Trigger SHAPE: pass a multi-gigabyte string as the argument to a %q, %Q or %w format specifier in one of SQLite's printf-family C APIs; exploitable on 64-bit where such a string is allocatable. The signed integer overflow in the required-output-size computation yields a short allocation and the subsequent write runs off the end. The reporting organisation notes the exploitability depends on 'divergent representations' of the loop index introduced by compiler optimisation - relevant to a CHERI study because the bug is an integer/size-computation defect that only becomes a memory error downstream. NOT reachable from plain SQL: it needs the host application to hand attacker-sized data to the C API, hence trigger 'C-API-misuse'. Fix check-in hash not listed on sqlite.org/cves.html and not otherwise confirmed - left empty rather than guessed. || Fix hash 0ab23d04540687f5 comes from the SQLite forum thread https://www.sqlite.org/forum/info/fad5fc32a1995874 (an upstream dev states two check-ins were annotated with this CVE; timeline https://sqlite.org/src/timeline?c=0ab23d04540687f5&y=a). Debian marks it UNIMPORTANT with the reachability note 'Debian sqlite3 packages not compiled with -DSQLITE_ENABLE_STAT4'. Affected 1.0.12 through 3.39.x before 3.39.2. SUSE rates 6.3 moderate, fixed in 3.39.2/3.39.3 packages."
CVE-2022-24854,2022,,,,,,,,UNKNOWN,UNKNOWN,,"This CVE describes a bug in an application that uses SQLite, not in SQLite itself. SQLite is doing everything correctly. This is purely an application bug.",unverified,https://www.sqlite.org/cves.html,Not a SQLite bug.
CVE-2022-21227,2022,,,,,,,,UNKNOWN,UNKNOWN,,"This CVE describes a bug in a third-party package that provides a binding for SQLite to Node.js. The bug reported is in the third-party Node.js binding, not in SQLite itself.",unverified,https://www.sqlite.org/cves.html,Not a SQLite bug.
CVE-2021-42169,2021,,,,,,,,UNKNOWN,UNKNOWN,,This CVE has nothing whatsoever to do with SQLite. It is about a bug in an application that happens to use SQLite.,unverified,https://www.sqlite.org/cves.html,Not a SQLite bug.
